NAME;RA2000;DE2000;P0;P1;AGE;DIST
J2149+6329;327.49412;63.49542;0.38014034472;1.681E-16;13.65;3.58E7
J2137+64;324.25;64.31667;1.75087;;11.3;0
J2113+67;318.5;67.03333;0.5521697;;3.65;0
J2243+69;341.0;69.66667;0.855405;;3.94;0
J2242+6950;340.73503;69.84782;1.664500786185;4.82385E-15;2.3;5470000.0
J2017+59;304.5;59.21667;0.403619;;4.71;0
J1929+62;292.25;62.26667;1.456004;;5.24;0
J1939+66;295.0;66.2;0.022260606;;3.36;0
J1953+67;298.25;67.03333;0.008565431;;5.37;0
J2043+7045;310.75;70.75;0.588;;6.0;0
J2027+74;307.0;74.78333;0.515229;;0.6;0
J1859+76;284.75;76.9;1.393617;;4.02;0
J1942+81;295.5;81.1;0.2035682;;4.19;0
J2353+85;358.5;85.56667;1.011691;;3.55;0
J2330-2005;352.61202;-20.09156;1.643622185327;4.63038E-15;0.47;5620000.0
J0034-0721;8.53696;-7.36484;0.9429509945598;4.0821E-16;1.03;3.66E7
J2339-0533;354.91142;-5.55148;0.00288422674155;1.4102E-20;1.1;3.24E9
J2346-0609;356.71023;-6.16653;1.181463382967;1.36305E-15;1.96;1.37E7
J0108-1431;17.03478;-14.53061;0.807564614019;7.704E-17;0.21;1.66E8
J0151-0635;27.84459;-6.58411;1.464664549334;4.4259E-16;1.93;5.24E7
J0034-0534;8.59095;-5.57684;0.00187718188458;4.966E-21;0.98;5.99E9
J0051+0423;12.87542;4.38028;0.3547317989;7.0E-18;0.94;8.03E8
J0030+0451;7.61428;4.86103;0.00486545320737;1.01736E-20;0.3;7.58E9
J0152+0948;28.09887;9.80278;2.74664729014;1.7E-15;2.3;2.56E7
J0137+1654;24.3495;16.91169;0.4147630265082;1.223E-17;2.51;5.37E8
J2256-1024;344.23496;-10.40955;0.00229;;0.91;0
J2325-0530;351.31375;-5.51083;0.868735115025;1.0287E-15;1.07;1.34E7
J2248-0101;342.1121;-1.03002;0.477233119123;6.5935E-16;2.28;1.15E7
J2145-0750;326.46026;-7.83847;0.01605242391809;2.97876E-20;0.53;8.54E9
J2129-04;322.25;-4.0;0.00762;;1.03;0
J2222-0137;335.52487;-1.62103;0.03281785905307;5.865E-20;0.27;8.87E9
J2139+00;324.925;0.6;0.31247;;2.97;0
J2143+0654;325.76408;6.90487;9.42822888;4.1E-14;;3650000.0
J2234+06;338.59167;6.18333;0.0036;;0.63;0
J2235+1506;338.93208;15.11363;0.05976735798455;1.576E-19;1.15;6.01E9
J2243+1518;340.7907;15.30697;0.596799464458;1.125E-16;2.9;8.41E7
J2215+1538;333.91522;15.64302;0.3741958930416;2.36723E-15;3.12;2500000.0
J0023+0923;5.82033;9.38996;0.00305;;1.0;0
J2340+08;355.1875;8.55;0.3033;;2.28;0
J0006+1834;1.52;18.58306;0.69374767047;2.097E-15;0.7;5240000.0
J2317+1439;349.28849;14.65868;0.00344525107102;2.42E-21;1.89;2.26E10
J2329+16;352.45833;16.95;0.6321;;2.64;0
J2322+2057;350.59315;20.95082;0.00480842820984;9.7E-21;0.78;7.85E9
J2253+1516;343.31055;15.27717;0.792235920118;6.65E-17;2.81;1.89E8
J2317+2149;349.49095;21.83001;1.444653102317;1.047047E-15;1.45;2.19E7
J2307+2225;346.92203;22.43059;0.535828895432;8.7E-18;0.38;9.76E8
J0614-3329;93.54312;-33.49837;0.00314866957944;1.75E-20;1.02;2.84E9
J0630-2834;97.70585;-28.57855;1.24441859615;7.1229E-15;0.32;2770000.0
J0656-2228;104.12586;-22.47376;1.22475441462;2.67E-17;1.79;7.27E8
J0721-2038;110.42877;-20.63529;0.015542394974;4.4E-20;3.87;5.6E9
J0633-2015;98.28692;-20.25197;3.2532108384;3.82E-15;7.84;1.35E7
J0610-2100;92.55663;-21.00778;0.0038613247043;1.235E-20;5.64;4.95E9
J0520-2553;80.15077;-25.88675;0.2416421756731;3.0092E-17;3.47;1.27E8
J0452-1759;73.14211;-17.98983;0.548939223294;5.753107E-15;0.4;1510000.0
J0601-0527;90.49576;-5.46404;0.3959691695432;1.302098E-15;7.54;4820000.0
J0729-1836;112.3848;-18.61187;0.51016034483;1.895713E-14;3.25;426000.0
J0725-1635;111.25168;-16.59606;0.4243114031834;9.264E-17;4.68;7.26E7
J0734-1559;113.5;-15.98333;0.15625;1.22E-14;;203000.0
J0729-1448;112.31854;-14.81022;0.251658714181;1.132879E-13;4.37;35200.0
J0824+00;126.06667;0.45;0.0099;;2.57;0
J0823+0159;125.7907;1.98678;0.8648728046988;1.0455E-16;1.44;1.31E8
J0624-0424;96.08345;-4.41401;1.039076475851;8.30442E-16;4.28;1.98E7
J0652-0142;103.04627;-1.70842;0.924053918109;1.525E-16;5.83;9.6E7
J0658+0022;104.56337;0.37647;0.563294925255;9.15201E-15;6.46;975000.0
J0613-0200;93.43323;-2.01311;0.00306184408768;9.5899E-21;1.09;5.06E9
J0630-0046;97.61232;-0.76829;0.680574832268;3.7481E-15;5.57;2880000.0
J0608+00;92.20417;0.65;1.0762;;2.58;0
J0623+0340;95.94483;3.66856;0.613759600022;8.837E-17;2.53;1.1E8
J0621+0336;95.29675;3.61264;0.2699540683678;7.24E-18;3.58;5.91E8
J0635+0533;98.825;5.55306;0.033856495;;;0
J0633+0632;98.43421;6.54303;0.29739519058;7.9592E-14;;59200.0
J0646+0905;101.62915;9.09703;0.9039132;7.357E-16;9.5;1.95E7
J0806+08;121.52083;8.28333;2.0631;;5.07;0
J0711+0931;107.90075;9.52361;1.21409049248;4.0E-16;2.39;4.81E7
J0647+0913;101.81533;9.23319;1.23485362778;6.421E-15;10.84;3050000.0
J0450-1248;72.53659;-12.80197;0.4380141493906;1.02649E-16;3.27;6.76E7
J0447-04;71.75;-4.58333;2.18819;;2.9;0
J0421-0345;65.38982;-3.75184;2.161308494552;1.16338E-15;3.09;2.94E7
J0458-0505;74.65467;-5.08475;1.88347965849;5.3E-16;3.83;5.63E7
J0545-03;86.25;-3.16667;1.07393;;6.3;0
J0459-0210;74.96642;-2.16851;1.133076123659;1.39825E-15;1.3;1.28E7
J0533+0402;83.35758;4.03347;0.96301770198;1.6E-16;6.66;9.54E7
J0348+0432;57.18183;4.53652;0.03912265690178;2.4075E-19;2.1;2.57E9
J0509+08;77.35;8.95;0.0041;;2.58;0
J0627+0649;96.97345;6.8317;0.346522567131;1.698E-15;4.0;3230000.0
J0627+0706;96.93406;7.10925;0.47587700897;2.98087E-14;7.88;253000.0
J0628+0909;97.15076;9.15386;1.241421391299;5.479E-16;4.0;3.59E7
J0625+10;96.4375;10.26667;0.498397;;3.36;0
J0631+1036;97.86468;10.61736;0.287800021959;1.046741E-13;6.54;43600.0
J0621+1002;95.34213;10.04409;0.02885386073005;4.732E-20;1.88;9.66E9
J0525+1115;81.4852;11.2553;0.3544375945137;7.36052E-17;7.68;7.63E7
J0557+1550;89.38104;15.83501;0.00255636707678;7.352E-21;5.65;5.51E9
J0659+1414;104.95056;14.23931;0.384891195054;5.500309E-14;0.28;111000.0
J0627+16;96.80417;16.2;2.18;;5.87;0
J0633+1746;98.47564;17.77025;0.2370994416923;1.097087E-14;0.25;342000.0
J0609+2130;92.49536;21.50079;0.05569801392951;2.35E-19;1.82;3.76E9
J0614+2229;93.5715;22.51;0.33495996611;5.94494E-14;4.74;89300.0
J0629+2415;97.27387;24.26203;0.476622836038;1.99573E-15;4.67;3780000.0
J0534+2200;83.63322;22.01446;0.0333924123;4.20972E-13;2.0;1260.0
J0528+2200;82.21777;22.00111;3.7455392503;4.0053E-14;2.28;1480000.0
J0453+1559;73.43922;15.98925;0.04578181687295;1.8612E-18;1.83;3.9E8
J0517+22;79.29167;22.26667;0.222344;;1.1;0
J0457+23;74.275;23.56667;0.5049;;3.89;0
J0543+2329;85.79025;23.48472;0.2459747688901;1.5422691E-14;3.54;253000.0
J0546+2441;86.61983;24.68917;2.84385038524;7.65E-15;3.16;5890000.0
J0621+25;95.25;25.0;0.00272;;4.25;0
J0611+30;92.81667;30.26667;1.41209;;1.95;0
J0538+2817;84.6044;28.28588;0.14315825891177;3.6694515E-15;1.3;618000.0
J0554+3107;88.52088;31.12806;0.464960965736;1.426028E-13;;51700.0
J0540+3207;85.15465;32.12703;0.5242708632083;4.4811E-16;2.37;1.85E7
J0605+37;91.25;37.0;0.00273;;1.16;0
J0612+3721;93.20286;37.36038;0.29798232657184;5.94681E-17;1.49;7.94E7
J0613+3731;93.30063;37.52731;0.6191981811;3.2448E-15;1.05;3020000.0
J0610+37;92.75;37.3;0.443861;;1.88;0
J0555+3948;88.75;39.8;1.1469058;;1.76;0
J1226-32;186.70833;-32.45;6.192997;;3.51;0
J1141-3322;175.42817;-33.37706;0.291467536511;4.6346E-16;3.84;9960000.0
J1141-3107;175.35679;-31.13128;0.538431789013;1.9602E-15;2.72;4350000.0
J1126-27;171.5;-27.61667;0.358161;;2.1;0
J1153-21;178.25;-21.3;2.34348;;2.76;0
J1231-1411;187.79714;-14.19545;0.00368387871108;2.28E-20;0.45;2.56E9
J1041-1942;160.40082;-19.70378;1.386368074588;9.4485E-16;3.18;2.32E7
J1311-1228;197.96937;-12.46712;0.4475177112318;1.50859E-16;2.3;4.7E7
J1257-1027;194.26987;-10.4516;0.6173076699955;3.627E-16;2.22;2.7E7
J1327-0755;201.98995;-7.92494;0.00267792319712;1.773E-20;2.17;2.39E9
J1332-03;203.0;-3.43333;1.1064;;2.07;0
J1312+0051;198.0;0.85;0.00423;;1.15;0
J1313+0931;198.34583;9.53222;0.84893275073;8.0E-16;0.78;1.68E7
J1301+0833;195.40942;8.56597;0.00184;;0.91;0
J1300+1240;195.0149;12.68235;0.0062185319484;1.143341E-19;0.6;8.62E8
J1018-1642;154.66819;-16.70282;1.804694945768;1.74219E-15;3.27;1.64E7
J1024-0719;156.16116;-7.32205;0.00516220463952;1.8527E-20;1.1;4.41E9
J1142+0119;175.5;1.31667;0.00507;;2.04;0
J1038+0032;159.61222;0.54544;0.02885155795131;6.7E-20;2.36;6.82E9
J1046+0304;161.68013;3.06858;0.326271446035;1.242E-16;2.25;4.16E7
J0957-06;149.25;-6.28333;1.7237;;2.99;0
J1023+0038;155.9487;0.64468;0.00168798744401;1.2E-20;1.37;2.23E9
J1022+1001;155.74167;10.03132;0.0164529299542;4.33375E-20;0.74;6.02E9
J0953+0755;148.28879;7.9266;0.2530651649482;2.29758E-16;0.26;1.75E7
J1312+1810;198.22917;18.16667;0.033163166;;17.2;0
J1308+2127;197.20112;21.45188;10.31252206;1.12E-13;;1460000.0
J1238+21;189.59657;21.86974;1.11859068945;1.4456E-15;1.77;1.23E7
J1246+22;191.65833;22.88333;0.47383;;1.77;0
J1239+2453;189.91859;24.89702;1.3824491030388;9.60049E-16;0.84;2.28E7
J1136+1551;174.01353;15.85124;1.187913065936;3.733837E-15;0.35;5040000.0
J1753-38;268.25;-38.81667;0.666804;;6.99;0
J1755-3716;268.89769;-37.26966;0.01278606928999;3.1E-20;6.38;6.52E9
J1817-3618;274.27407;-36.30111;0.38701692095;2.0465E-15;3.78;3000000.0
J1809-3547;272.36242;-35.78833;0.860387839;1.2E-16;13.02;1.14E8
J1750-3703B;267.55074;-37.05637;0.0060745420865;1.92E-20;13.8;5.02E9
J1750-3703A;267.55751;-37.05304;0.1116008373133;5.661E-18;13.8;3.12E8
J1750-3703C;267.55606;-37.05155;0.02656867837497;-9.96E-19;13.8;0
J1750-3703D;267.55457;-37.05177;0.0051399367749;4.928E-19;13.8;1.65E8
J1754-3510;268.72757;-35.17861;0.392703893399;7.816E-16;2.24;7960000.0
J1754-3443;268.65572;-34.73164;0.361690595821;5.712E-16;5.6;1.0E7
J1743-35;265.775;-35.53333;0.56998;;4.01;0
J1750-3503;267.68542;-35.05247;0.68401360292;3.81E-17;5.07;2.84E8
J1801-3458;270.46942;-34.97694;1.3856036231;4.0E-16;4.96;5.52E7
J1802-3346;270.73;-33.77917;2.461051995;1.32E-15;10.24;2.95E7
J1803-3329;270.93522;-33.48631;0.633411983159;3.372E-16;6.01;2.98E7
J1808-3249;272.01867;-32.82611;0.364912241765;7.0494E-15;5.06;820000.0
J1755-33;268.8;-33.51667;0.959466;;9.66;0
J1751-3323;267.88635;-33.39433;0.5482271038;8.83E-15;9.27;984000.0
J1801-3210;270.35787;-32.18159;0.00745358437347;-4.4E-23;5.08;0
J1759-3107;269.8419;-31.12264;1.07895331831;3.769E-15;3.36;4540000.0
J1825-33;276.50833;-33.35;1.2712;;1.58;0
J1823-3106;275.94495;-31.11382;0.284054344967;2.92704E-15;1.66;1540000.0
J1825-31;276.49167;-31.03889;2.382;;5.38;0
J1823-3021B;275.92311;-30.36137;0.3785964921974;2.99E-17;12.1;2.01E8
J1823-3021D;275.91888;-30.36213;0.00302006026098;;12.1;0
J1823-3021A;275.9187;-30.36115;0.00544000416327;3.375E-18;12.1;2.55E7
J1823-3021E;275.91875;-30.36117;0.004394;;12.1;0
J1823-3021F;275.91875;-30.36117;0.00485;;12.1;0
J1823-3021C;275.92147;-30.36068;0.4059359629899;2.24E-16;12.1;2.87E7
J1832-28;278.125;-28.71667;0.1993;;6.5;0
J1812-3039;273.18709;-30.65583;0.58747677594;6.602E-16;4.61;1.41E7
J1803-30;270.89208;-30.03389;0.007101;;7.8;0
J1803-3002B;270.89208;-30.03389;0.004397;;7.8;0
J1803-3002C;270.89208;-30.03389;0.00584;;7.8;0
J1805-2948;271.42704;-29.8;0.4283409894;4.74E-16;4.61;1.43E7
J1812-2748;273.16908;-27.80083;0.236983307439;3.156E-16;3.03;1.19E7
J1816-2650;274.14751;-26.83153;0.592885130439;6.6411E-17;3.61;1.41E8
J1824-2537;276.12745;-25.62194;0.223320267185;4.4016E-16;5.48;8040000.0
J1736-3511;264.01125;-35.19889;0.5028027829;1.57E-15;2.72;5070000.0
J1741-34;265.475;-34.31667;0.875137;;4.75;0
J1738-3316;264.64354;-33.26711;0.73037251102;8.9E-17;4.55;1.31E8
J1737-3320;264.29379;-33.33889;0.81627308018;2.251E-15;14.08;5750000.0
J1746-3239;266.72895;-32.6655;0.1995413598713;6.56093E-15;;482000.0
J1740-3327;265.10717;-33.46486;0.515000656402;3.8978E-15;4.72;2090000.0
J1743-3153;265.81485;-31.88481;0.193105399932;1.05675E-14;8.03;290000.0
J1743-3150;265.90286;-31.83936;2.41457551997;1.207753E-13;3.65;317000.0
J1730-3353;262.73158;-33.89389;3.2702418032;2.196E-14;4.23;2360000.0
J1734-3333;263.61208;-33.55556;1.169340685;2.27941E-12;7.4;8130.0
J1733-3322;263.48004;-33.3675;1.24591463402;4.1E-15;6.3;4810000.0
J1730-3350;262.63566;-33.84429;0.13946021125;8.482941E-14;4.26;26000.0
J1731-3322;262.80962;-33.37917;0.54467054719;2.8093E-14;11.98;307000.0
J1735-3258;263.98708;-32.97194;0.35096322944;2.608E-14;11.14;213000.0
J1738-3211;264.72577;-32.19823;0.76849894548;7.94911E-16;1.48;1.53E7
J1739-3159;264.95283;-31.99694;0.87756123714;1.97E-16;4.85;7.05E7
J1737-3137;264.26788;-31.6225;0.45043236999;1.38756E-13;5.88;51400.0
J1739-3131;264.85127;-31.52092;0.52944098843;1.85836E-14;7.68;451000.0
J1738-3107;264.6975;-31.12889;0.54949769829;3.0E-16;10.76;2.94E7
J1740-3052;265.20834;-30.86786;0.570313411724;2.5504275E-14;10.84;354000.0
J1732-3131;263.13975;-31.52306;0.196543154965;2.80483E-14;0.8;111000.0
J1734-3058;263.71183;-30.97817;0.54128568073;1.62E-17;4.37;5.29E8
J1737-3102;264.39054;-31.03347;0.76867227339;3.7334E-14;4.44;326000.0
J1739-3049;264.84675;-30.82778;0.239317178406;2.1781E-15;6.97;1740000.0
J1750-3157;267.69716;-31.96226;0.91036298415;1.9652E-16;4.43;7.34E7
J1744-3130;266.02368;-31.50111;1.06606087128;2.1224E-14;3.64;796000.0
J1748-30;267.0;-30.28333;0.3827347;;11.09;0
J1748-3009;267.09913;-30.15339;0.009684273;;5.96;0
J1754-30;268.56667;-30.18333;1.32049;;5.47;0
J1749-3002;267.30622;-30.04303;0.609873648673;7.87067E-15;9.05;1230000.0
J1745-3040;266.4846;-30.67319;0.367428753855;1.066784E-14;0.2;546000.0
J1747-2958;266.81618;-29.96694;0.0988139764825;6.132329E-14;2.49;25500.0
J1741-3016;265.27933;-30.27528;1.89374869377;8.99E-15;5.02;3340000.0
J1739-3023;264.91583;-30.38667;0.11436793182;1.140145E-14;3.41;159000.0
J1740-3015;265.14092;-30.26208;0.60688662425;4.66124E-13;0.4;20600.0
J1738-2955;264.71767;-29.93083;0.4433980218;8.1861E-14;3.91;85800.0
J1741-2945;265.31029;-29.75972;0.223557828541;6.342E-16;4.66;5580000.0
J1745-2910;266.31667;-29.16667;0.982;;15.23;0
J1751-2857;267.88624;-28.96292;0.00391487319637;1.126E-20;1.44;5.51E9
J1750-28;267.51667;-28.75;1.3005131462;5.78E-15;5.19;3560000.0
J1752-2821;268.10229;-28.35278;0.64022949952;3.468E-15;7.62;2930000.0
J1745-2912;266.45833;-29.2;0.1873794;;18.53;0
J1746-2856;266.70625;-28.94194;0.945224316;1.25E-14;21.77;1200000.0
J1745-2900;266.41736;-29.0083;3.76373308;1.756E-11;8.3;3400.0
J1746-2850;266.5275;-28.845;1.077101491;1.34311E-12;12.86;12700.0
J1746-2849;266.51542;-28.82194;1.478480373;1.27E-14;30.0;1840000.0
J1747-2809;266.845;-28.15417;0.052152855;1.5557E-13;17.55;5310.0
J1747-2802;266.86063;-28.04361;2.7800791979;2.37E-15;11.78;1.86E7
J1724-3149;261.18696;-31.81778;0.9482369741;7.25E-15;10.5;2070000.0
J1726-31;261.65;-31.95;0.12347018;;4.82;0
J1731-3123;262.75221;-31.39528;0.753047989;1.679E-15;5.32;7110000.0
J1733-3030;263.49538;-30.51361;0.36205196286;1.6485E-15;14.18;3480000.0
J1727-29;261.82917;-29.98333;;;2.39;0
J1727-2946;261.8129;-29.77689;0.02708318324401;2.4632E-19;1.62;1.74E9
J1720-2933;260.14216;-29.55451;0.6204483653468;7.45999E-16;1.43;1.32E7
J1730-2900;262.5345;-29.01278;1.5384267263;8.85E-15;6.85;2750000.0
J1723-2852;260.9925;-28.88083;0.6250339127;9.0E-16;4.63;1.1E7
J1725-2852;261.29125;-28.87278;1.257787625;1.99E-15;4.09;1.0E7
J1723-2837;260.84661;-28.63255;0.00185573279573;7.5E-21;1.0;3.9E9
J1727-2739;261.87913;-27.65014;1.29309994235;1.1E-15;3.75;1.86E7
J1739-2903;264.89283;-29.05097;0.322882431774;7.8798E-15;3.19;649000.0
J1736-2843;264.17746;-28.73083;6.4450360861;2.999E-14;5.47;3400000.0
J1733-2837;263.39125;-28.62583;0.76818455674;1.108E-15;4.66;1.1E7
J1736-2819;264.10304;-28.32833;1.59241948019;1.4921E-14;4.86;1690000.0
J1738-2736;264.56095;-27.60717;0.627715518484;4.6243E-15;5.91;2150000.0
J1746-27;266.5;-27.85;0.48752760873;;5.35;0
J1741-2733;265.25558;-27.56417;0.89295866978;1.48E-16;3.33;9.59E7
J1741-2719;265.39608;-27.32306;0.346796929142;8.1E-17;5.74;6.82E7
J1738-2647;264.52096;-26.79611;0.34959099098;3.153E-15;3.88;1760000.0
J1740-2540;265.18883;-25.67194;1.6926563404;1.851E-15;8.26;1.45E7
J1736-2457;264.18933;-24.96389;2.64222343904;3.43E-15;4.34;1.22E7
J1759-2922;269.95103;-29.36867;0.574400267809;4.62847E-15;1.92;1970000.0
J1801-2920;270.44515;-29.34405;1.081908474227;3.2931E-15;3.27;5210000.0
J1758-2846;269.56421;-28.76722;0.76670638621;9.4E-17;1.71;1.29E8
J1804-28;271.2;-28.11667;1.273011;;4.8;0
J1807-2715;271.7854;-27.25082;0.827776461518;1.217251E-14;9.63;1080000.0
J1808-2701;272.05512;-27.0225;2.45788177758;6.5818E-14;2.45;592000.0
J1804-2717;271.08805;-27.292;0.0093430306857;4.089E-20;1.17;3.62E9
J1803-2712;270.88205;-27.20177;0.334415426505;1.7113E-17;3.62;3.1E8
J1752-2806;268.24454;-28.11036;0.56255763553;8.12913E-15;0.2;1100000.0
J1757-27;269.47831;-27.75;0.01768721477177;2.1E-19;5.42;1.33E9
J1755-2725;268.9245;-27.42917;0.26195467832;1.4E-17;2.83;3.02E8
J1758-2630;269.64279;-26.50278;1.20289346322;5.17E-15;4.99;3690000.0
J1756-2619;269.33079;-26.31889;0.72451374873;1.238E-15;7.74;9270000.0
J1758-2540;269.63308;-25.68028;2.1072633712;1.55E-15;3.85;2.15E7
J1755-26;268.81788;-26.0;0.43087215605;1.228E-14;5.17;556000.0
J1755-25;268.9;-25.88333;0.31519598238;;11.04;0
J1756-25;269.175;-25.46667;0.855986;;10.39;0
J1759-2549;269.89633;-25.81861;0.95654854873;9.9592E-14;5.94;152000.0
J1813-2621;273.41913;-26.36585;0.00443001162863;1.2466E-20;3.37;5.63E9
J1807-2557;271.80692;-25.95556;2.76419486975;4.994E-15;11.21;8770000.0
J1812-2526;273.13458;-25.44389;0.315835048197;1.775E-16;14.71;2.82E7
J1811-2439;272.98138;-24.66472;0.415812941402;2.972E-16;3.85;2.22E7
J1805-2447;271.35804;-24.79167;0.661401759025;5.8E-18;4.79;1.8E9
J1807-2459B;271.83696;-25.00053;0.00418617720284;8.23245E-20;2.79;8.06E8
J1807-2459A;271.83482;-24.99803;0.00305944879802;-4.3352E-21;2.79;0
J1801-2451;270.25007;-24.85764;0.124924206569;1.279057E-13;4.61;15500.0
J1802-2426;270.51292;-24.44528;0.56900709018;8.562E-15;12.13;1050000.0
J1811-2405;272.83272;-24.08843;0.00266059331684;1.33774E-20;1.7;3.15E9
J1809-2332;272.45937;-23.53963;0.146788548116;3.44207E-14;;67600.0
J1813-2242;273.3715;-22.70167;0.328514216183;4.78E-17;6.78;1.09E8
J1747-2647;266.87873;-26.78722;0.500254454491;1.32412E-14;8.44;599000.0
J1749-2629;267.297;-26.48611;1.33538779057;1.72E-15;5.28;1.23E7
J1750-2536;267.63912;-25.61194;0.034749053;;3.51;0
J1748-2444;267.20213;-24.7436;0.44283849913;1.1131E-16;3.89;6.3E7
J1755-2534;268.95758;-25.5775;0.233540625445;1.12061E-14;7.22;330000.0
J1755-2521;268.99879;-25.3575;1.1759678772;9.0193E-14;4.12;207000.0
J1755-25211;268.83046;-25.3525;1.00451255339;3.12081E-14;11.52;510000.0
J1751-2516;267.96929;-25.27861;0.39483578357;2.645E-15;7.46;2370000.0
J1753-2501;268.37758;-25.007;0.52833640936;1.411502E-14;10.18;593000.0
J1756-2435;269.24131;-24.59286;0.6704799625529;2.8474E-16;4.96;3.73E7
J1757-2421;269.37223;-24.36873;0.234100571494;1.29192E-14;3.51;287000.0
J1750-2444;267.59567;-24.74639;0.8993767214;2.64E-16;5.03;5.4E7
J1750-2438;267.74911;-24.64944;0.712794036774;1.0797E-14;7.15;1050000.0
J1754-2422;268.65233;-24.37333;2.0902480768;8.3E-16;11.43;3.99E7
J1752-2410;268.24476;-24.17389;0.1910366935341;6.1773E-16;7.42;4900000.0
J1743-2442;265.83383;-24.71528;1.24250830909;4.72E-16;4.96;4.17E7
J1748-2446af;267.02;-24.77917;0.00330434;;5.5;0
J1748-2446D;267.02;-24.77917;0.00471398;;8.7;0
J1748-2446E;267.02;-24.77917;0.0021978;;5.5;0
J1748-2446F;267.02;-24.77917;0.00554014;;5.5;0
J1748-2446G;267.02;-24.77917;0.02167187;;5.5;0
J1748-2446H;267.02;-24.77917;0.00492589;;5.5;0
J1748-2446I;267.02;-24.77917;0.00957019;;5.5;0
J1748-2446J;267.02;-24.77917;0.08033793;;5.5;0
J1748-2446K;267.02;-24.77917;0.00296965;;5.5;0
J1748-2446L;267.02;-24.77917;0.0022447;;5.5;0
J1748-2446M;267.02;-24.77917;0.00356957;;5.5;0
J1748-2446N;267.02;-24.77917;0.0086669;;5.5;0
J1748-2446O;267.02;-24.77917;0.00167663;;5.5;0
J1748-2446P;267.02;-24.77917;0.00172862;;4.41;0
J1748-2446Q;267.02;-24.77917;0.002812;;5.5;0
J1748-2446R;267.02;-24.77917;0.00502854;;5.5;0
J1748-2446S;267.02;-24.77917;0.00611664;;5.5;0
J1748-2446T;267.02;-24.77917;0.00708491;;5.5;0
J1748-2446U;267.02;-24.77917;0.00328914;;5.5;0
J1748-2446V;267.02;-24.77917;0.00207251;;5.5;0
J1748-2446W;267.02;-24.77917;0.00420518;;5.5;0
J1748-2446X;267.02;-24.77917;0.00299926;;5.5;0
J1748-2446Y;267.02;-24.77917;0.00204816;;5.5;0
J1748-2446Z;267.02;-24.77917;0.00246259;;5.5;0
J1748-2446C;267.01892;-24.77667;0.0084360953044;-6.06E-19;5.5;0
J1748-2446A;267.0094;-24.77692;0.01156314838986;-3.4E-20;5.5;0
J1749-2347;267.31504;-23.78806;0.8744858817;2.4236E-15;6.1;0
J1744-2335;266.20196;-23.59861;1.68350668862;8.327E-16;2.45;0
J1759-24;269.85;-24.03333;1.457739;;10.78;0
J1800-2343;270.0;-23.71667;1.03082;;4.38;0
J1801-2304;270.33262;-23.07894;0.4158270895435;1.1293023E-13;4.0;58300.0
J1756-2251;269.19431;-22.86649;0.028461589026;1.017502E-18;0.73;4.43E8
J1759-2307;269.87894;-23.12139;0.55888867754;3.762E-15;11.2;2350000.0
J1759-2302;269.95513;-23.03556;0.81071772906;1.0744E-14;11.88;1200000.0
J1804-2228;271.11746;-22.47167;0.57051063348;1.43E-16;5.33;6.31E7
J1801-2154;270.28471;-21.90889;0.375296924221;1.59982E-14;5.16;372000.0
J1803-2149;270.79013;-21.82028;0.106332094095;1.951385E-14;;86300.0
J1806-2125;271.58162;-21.42778;0.481789349;1.214E-13;10.02;62900.0
J1803-2137;270.96421;-21.61871;0.13366692025028;1.34359375E-13;4.4;15800.0
J1753-2240;268.41603;-22.67833;0.0951378086771;9.7E-19;3.46;1.55E9
J1757-2223;269.46155;-22.39694;0.1853101015788;7.82E-16;4.11;3750000.0
J1756-2225;269.1065;-22.43;0.40498030096;5.2691E-14;5.02;122000.0
J1758-2206;269.68521;-22.1125;0.430278250497;9.56E-16;11.38;7130000.0
J1759-2205;269.85065;-22.09251;0.460974127869;1.087242E-14;3.54;672000.0
J1802-2124;270.52223;-21.40101;0.01264759358652;7.256E-20;3.33;2.76E9
J1801-2115;270.38538;-21.255;0.4381131572;1.6E-17;12.26;4.46E8
J1800-2114;270.05125;-21.23861;1.7992724923;5.5E-16;11.18;5.18E7
J1759-1956;269.89758;-19.93556;2.8433888097;1.857E-14;4.44;2430000.0
J1759-1940;269.98767;-19.67472;0.254720352269;9.34E-17;5.24;4.32E7
J1900-2600;285.19826;-26.01217;0.6122092044383;2.04534E-16;0.7;4.74E7
J1852-2610;283.24778;-26.1702;0.33633713162;8.7706E-17;2.26;6.08E7
J1824-2452A;276.13337;-24.86968;0.00305431559227;1.618836E-18;5.5;2.99E7
J1824-2452B;276.13671;-24.86978;0.006547;;5.5;0
J1824-2452C;276.13671;-24.86978;0.004159;;5.5;0
J1824-2452D;276.13671;-24.86978;0.079832;;5.5;0
J1824-2452E;276.13671;-24.86978;0.00542;;5.5;0
J1824-2452F;276.13671;-24.86978;0.002451;;5.5;0
J1824-2452G;276.13671;-24.86978;0.005909;;5.5;0
J1824-2452H;276.13671;-24.86978;0.004629;;5.5;0
J1824-2452I;276.13554;-24.86906;0.003931852642;0.0;5.5;0
J1824-2452J;276.13671;-24.86978;0.004039;;5.5;0
J1824-2452K;276.13671;-24.86978;0.004461;;5.5;0
J1824-2452L;276.13671;-24.86978;0.0041;;5.5;0
J1836-2354A;279.10602;-23.91455;0.00335433608291;2.318E-21;3.2;2.29E10
J1836-2354B;279.10146;-23.90797;0.00323227396916;-4.8E-22;3.2;0
